Daily_Calories,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_mcg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg
3419,256,385,95,58,77,900,90,15,1200,27,3500,400,11
2027,152,228,56,34,46,900,90,15,1200,40.5,3500,400,11
3350,251,377,93,57,75,900,90,15,1200,27,3500,400,11
3225,242,363,90,54,73,900,90,15,1200,27,3500,400,11
2081,156,234,58,35,47,900,90,15,1000,18,3500,400,11
2641,198,297,73,45,59,900,90,15,1000,18,3500,400,11
3026,227,340,84,51,68,900,90,15,1000,18,3500,400,11
3241,243,365,90,55,73,900,90,15,1000,18,3500,400,11
3908,293,440,109,66,88,900,90,15,1000,18,3500,400,11
1448,109,163,40,24,33,900,90,15,1200,27,3500,400,11
3143,236,354,87,53,71,900,90,15,1000,18,3500,400,11
2652,199,298,74,45,60,900,90,15,1200,27,3500,400,11
3682,276,414,102,62,83,900,90,15,1200,27,3500,400,11
4462,335,502,124,75,100,900,90,15,1000,18,3500,400,11
1914,144,167,74,25,33,900,90,15,1200,27,3500,400,11
3781,284,425,105,64,85,900,90,15,1200,27,3500,400,11
3289,247,370,91,56,74,900,90,15,1000,18,3500,400,11
2936,220,330,82,50,66,900,90,15,1000,18,3500,400,11
4316,324,486,120,73,97,900,90,15,1000,18,3500,400,11
2573,193,289,71,43,58,900,90,15,1000,27,3500,400,11
3222,242,362,90,54,72,900,90,15,1000,27,3500,400,11
3068,230,345,85,52,69,900,90,15,1200,27,3500,400,11
3299,247,371,92,56,74,900,90,15,1000,18,3500,400,11
2708,203,305,75,46,61,900,90,15,1000,18,3500,400,11
2229,167,251,62,38,50,900,90,15,1200,27,3500,400,11
2277,171,256,63,38,51,900,90,15,1200,27,3500,400,11
2531,190,285,70,43,57,900,90,15,1200,27,3500,400,11
2854,214,321,79,48,64,900,90,15,1200,27,3500,400,11
2189,164,246,61,37,49,900,90,15,1000,18,3500,400,11
1910,143,215,53,32,43,900,90,15,1200,27,3500,400,11
3265,245,367,91,55,73,900,90,15,1200,27,3500,400,11
2289,172,258,64,39,52,900,90,15,1200,27,3500,400,11
2643,198,297,73,45,59,900,90,15,1200,27,3500,400,11
3605,270,406,100,61,81,900,90,15,1200,27,3500,400,11
2261,170,254,63,38,51,900,90,15,1200,27,3500,400,11
3960,297,446,110,67,89,900,90,15,1000,18,3500,400,11
1660,124,187,46,28,37,900,90,15,1200,27,3500,400,11
4021,302,452,112,68,90,900,90,15,1200,40.5,3500,400,11
3584,269,314,139,47,63,900,90,15,1000,18,3500,400,11
3414,256,384,95,58,77,900,90,15,1200,27,3500,400,11
4073,305,458,113,69,92,900,90,15,1000,18,3500,400,11
1884,141,165,73,25,33,900,90,15,1200,27,3500,400,11
3782,284,425,105,64,85,900,90,15,1000,18,3500,400,11
2807,211,316,78,47,63,900,90,15,1000,18,3500,400,11
2011,151,176,78,26,35,900,90,15,1200,27,3500,400,11
3171,238,357,88,54,71,900,90,15,1000,27,3500,400,11
2900,218,326,81,49,65,900,90,15,1200,27,3500,400,11
2881,216,324,80,49,65,900,90,15,1000,18,3500,400,11
1565,117,176,43,26,35,900,90,15,1000,18,3500,400,11
3433,257,386,95,58,77,900,90,15,1200,27,3500,400,11
1737,130,195,48,29,39,900,90,15,1200,27,3500,400,11
3717,279,418,103,63,84,900,90,15,1000,18,3500,400,11
2220,167,250,62,38,50,900,90,15,1000,18,3500,400,11
2497,187,281,69,42,56,900,90,15,1200,27,3500,400,11
2821,212,317,78,48,63,900,90,15,1000,18,3500,400,11
3713,278,418,103,63,84,900,90,15,1000,18,3500,400,11
2130,160,240,59,36,48,900,90,15,1000,18,3500,400,11
3043,228,342,85,51,68,900,90,15,1200,27,3500,400,11
2647,199,298,74,45,60,900,90,15,1200,27,3500,400,11
2350,176,264,65,40,53,900,90,15,1000,18,3500,400,11
2935,220,257,114,39,51,900,90,15,1200,27,3500,400,11
1900,143,214,53,32,43,900,90,15,1200,27,3500,400,11
1778,133,200,49,30,40,900,90,15,1200,27,3500,400,11
3244,243,365,90,55,73,900,90,15,1000,18,3500,400,11
3421,257,385,95,58,77,900,90,15,1200,27,3500,400,11
2777,208,312,77,47,62,900,90,15,1200,27,3500,400,11
3126,234,273,122,41,55,900,90,15,1200,27,3500,400,11
2748,206,309,76,46,62,900,90,15,1200,27,3500,400,11
1939,145,170,75,26,34,900,90,15,1200,27,3500,400,11
2489,187,280,69,42,56,900,90,15,1000,18,3500,400,11
4597,345,517,128,78,103,900,90,15,1000,18,3500,400,11
3656,274,411,102,62,82,900,90,15,1200,27,3500,400,11
2182,164,246,61,37,49,900,90,15,1200,27,3500,400,11
3699,277,416,103,62,83,900,90,15,1000,18,3500,400,11
2024,152,228,56,34,46,900,90,15,1000,18,3500,400,11
3079,231,346,86,52,69,900,90,15,1200,27,3500,400,11
2921,219,329,81,49,66,900,90,15,1000,18,3500,400,11
1355,102,119,53,18,24,900,90,15,1200,27,3500,400,11
3517,264,396,98,59,79,900,90,15,1200,27,3500,400,11
3979,298,448,111,67,90,900,90,15,1000,18,3500,400,11
2610,196,294,72,44,59,900,90,15,1200,40.5,3500,400,11
2663,200,300,74,45,60,900,90,15,1000,18,3500,400,11
2435,183,274,68,41,55,900,90,15,1200,27,3500,400,11
2177,163,245,60,37,49,900,90,15,1200,27,3500,400,11
2204,165,248,61,37,50,900,90,15,1000,27,3500,400,11
1806,135,203,50,30,41,900,90,15,1200,27,3500,400,11
2275,171,256,63,38,51,900,90,15,1200,27,3500,400,11
3567,268,401,99,60,80,900,90,15,1000,27,3500,400,11
1892,142,213,53,32,43,900,90,15,1000,18,3500,400,11
1504,113,169,42,25,34,900,90,15,1200,27,3500,400,11
2809,211,246,109,37,49,900,90,15,1200,27,3500,400,11
3353,251,377,93,57,75,900,90,15,1000,18,3500,400,11
1617,121,182,45,27,36,900,90,15,1000,18,3500,400,11
3190,239,359,89,54,72,900,90,15,1000,18,3500,400,11
2637,198,297,73,45,59,900,90,15,1000,27,3500,400,11
3682,276,414,102,62,83,900,90,15,1000,18,3500,400,11
3460,260,389,96,58,78,900,90,15,1000,18,3500,400,11
3304,248,372,92,56,74,900,90,15,1000,18,3500,400,11
3484,261,392,97,59,78,900,90,15,1200,27,3500,400,11
2610,196,294,73,44,59,900,90,15,1200,27,3500,400,11
2343,176,264,65,40,53,900,90,15,1000,18,3500,400,11
3138,235,353,87,53,71,900,90,15,1200,27,3500,400,11
1757,132,198,49,30,40,900,90,15,1200,27,3500,400,11
2235,168,251,62,38,50,900,90,15,1000,18,3500,400,11
2428,182,273,67,41,55,900,90,15,1000,18,3500,400,11
1804,135,203,50,30,41,900,90,15,1200,40.5,3500,400,11
2640,198,297,73,45,59,900,90,15,1200,27,3500,400,11
3159,237,355,88,53,71,900,90,15,1000,18,3500,400,11
3699,277,416,103,62,83,900,90,15,1200,27,3500,400,11
2518,189,283,70,42,57,900,90,15,1200,27,3500,400,11
1264,95,142,35,21,28,900,90,15,1200,27,3500,400,11
2128,160,239,59,36,48,900,90,15,1000,18,3500,400,11
2321,174,261,64,39,52,900,90,15,1000,18,3500,400,11
3041,228,342,84,51,68,900,90,15,1000,18,3500,400,11
1753,131,197,49,30,39,900,90,15,1200,27,3500,400,11
2384,179,268,66,40,54,900,90,15,1200,27,3500,400,11
2406,180,271,67,41,54,900,90,15,1000,27,3500,400,11
1857,139,209,52,31,42,900,90,15,1000,18,3500,400,11
2830,212,318,79,48,64,900,90,15,1000,18,3500,400,11
4331,325,487,120,73,97,900,90,15,1000,27,3500,400,11
4303,323,484,120,73,97,900,90,15,1000,18,3500,400,11
2183,164,246,61,37,49,900,90,15,1200,27,3500,400,11
2575,193,290,72,44,58,900,90,15,1200,27,3500,400,11
2233,167,251,62,38,50,900,90,15,1200,27,3500,400,11
2866,215,322,80,48,64,900,90,15,1200,40.5,3500,400,11
1899,142,214,53,32,43,900,90,15,1000,18,3500,400,11
3015,226,339,84,51,68,900,90,15,1000,18,3500,400,11
3309,248,372,92,56,74,900,90,15,1000,18,3500,400,11
2448,184,214,95,32,43,900,90,15,1200,27,3500,400,11
3026,227,340,84,51,68,900,90,15,1200,27,3500,400,11
2765,207,311,77,47,62,900,90,15,1200,27,3500,400,11
1980,149,223,55,33,45,900,90,15,1200,27,3500,400,11
3013,226,339,84,51,68,900,90,15,1000,18,3500,400,11
3591,269,404,100,61,81,900,90,15,1200,27,3500,400,11
3147,236,354,87,53,71,900,90,15,1000,18,3500,400,11
2992,224,337,83,51,67,900,90,15,1000,18,3500,400,11
3052,229,343,85,51,69,900,90,15,1000,18,3500,400,11
3092,232,348,86,52,70,900,90,15,1200,27,3500,400,11
2559,192,288,71,43,58,900,90,15,1200,27,3500,400,11
2807,211,316,78,47,63,900,90,15,1200,27,3500,400,11
2955,222,332,82,50,66,900,90,15,1200,27,3500,400,11
2390,179,269,66,40,54,900,90,15,1200,27,3500,400,11
2447,184,275,68,41,55,900,90,15,1200,27,3500,400,11
2970,223,334,83,50,67,900,90,15,1200,27,3500,400,11
3856,289,434,107,65,87,900,90,15,1000,18,3500,400,11
3621,272,407,101,61,81,900,90,15,1000,18,3500,400,11
3643,273,410,101,62,82,900,90,15,1000,18,3500,400,11
2829,212,318,79,48,64,900,90,15,1200,27,3500,400,11
1443,108,162,40,24,32,900,90,15,1000,18,3500,400,11
3373,253,379,94,57,76,900,90,15,1000,18,3500,400,11
1835,138,161,71,24,32,900,90,15,1000,18,3500,400,11
2680,201,302,74,45,60,900,90,15,1200,27,3500,400,11
4486,336,505,125,76,101,900,90,15,1000,18,3500,400,11
3198,240,360,89,54,72,900,90,15,1000,18,3500,400,11
2269,170,255,63,38,51,900,90,15,1000,18,3500,400,11
2342,176,263,65,39,53,900,90,15,1000,18,3500,400,11
2296,172,258,64,39,52,900,90,15,1000,18,3500,400,11
2249,169,253,62,38,51,900,90,15,1200,27,3500,400,11
1970,148,222,55,33,44,900,90,15,1200,27,3500,400,11
2165,162,244,60,37,49,900,90,15,1000,18,3500,400,11
2220,166,250,62,38,50,900,90,15,1200,27,3500,400,11
3735,280,420,104,63,84,900,90,15,1000,18,3500,400,11
2141,161,241,59,36,48,900,90,15,1000,18,3500,400,11
3087,232,347,86,52,69,900,90,15,1200,27,3500,400,11
2267,170,255,63,38,51,900,90,15,1200,27,3500,400,11
1884,141,212,52,32,42,900,90,15,1200,27,3500,400,11
2581,194,290,72,44,58,900,90,15,1000,18,3500,400,11
2259,169,254,63,38,51,900,90,15,1200,27,3500,400,11
2763,207,311,77,47,62,900,90,15,1200,27,3500,400,11
3483,261,392,97,59,78,900,90,15,1000,18,3500,400,11
2400,180,270,67,40,54,900,90,15,1200,40.5,3500,400,11
3663,275,412,102,62,82,900,90,15,1200,27,3500,400,11
3209,241,361,89,54,72,900,90,15,1000,18,3500,400,11
3354,252,377,93,57,75,900,90,15,1000,18,3500,400,11
2430,182,273,67,41,55,900,90,15,1200,27,3500,400,11
2515,189,283,70,42,57,900,90,15,1200,27,3500,400,11
3627,272,317,141,48,63,900,90,15,1000,18,3500,400,11
2792,209,314,78,47,63,900,90,15,1000,18,3500,400,11
3399,255,382,94,57,76,900,90,15,1000,27,3500,400,11
3386,254,381,94,57,76,900,90,15,1000,18,3500,400,11
4084,306,459,113,69,92,900,90,15,1000,18,3500,400,11
3248,244,365,90,55,73,900,90,15,1200,27,3500,400,11
2400,180,270,67,40,54,900,90,15,1000,18,3500,400,11
2162,162,243,60,36,49,900,90,15,1000,18,3500,400,11
1745,131,196,48,29,39,900,90,15,1200,27,3500,400,11
3005,225,263,117,39,53,900,90,15,1200,27,3500,400,11
3049,229,343,85,51,69,900,90,15,1200,40.5,3500,400,11
981,74,110,27,16,22,900,90,15,1200,27,3500,400,11
3057,229,268,119,40,54,900,90,15,1200,27,3500,400,11
2243,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2847,214,320,79,48,64,900,90,15,1000,18,3500,400,11
1967,148,221,55,33,44,900,90,15,1000,18,3500,400,11
2559,192,288,71,43,58,900,90,15,1200,27,3500,400,11
2300,173,259,64,39,52,900,90,15,1200,27,3500,400,11
2096,157,236,58,35,47,900,90,15,1200,27,3500,400,11
4345,326,489,121,73,98,900,90,15,1000,18,3500,400,11
2124,159,239,59,36,48,900,90,15,1000,18,3500,400,11
3349,251,377,93,57,75,900,90,15,1200,40.5,3500,400,11
1811,136,204,50,31,41,900,90,15,1000,27,3500,400,11
1562,117,176,43,26,35,900,90,15,1000,27,3500,400,11
3379,253,380,94,57,76,900,90,15,1000,18,3500,400,11
2981,224,335,83,50,67,900,90,15,1000,18,3500,400,11
2483,186,279,69,42,56,900,90,15,1200,27,3500,400,11
2279,171,256,63,38,51,900,90,15,1200,27,3500,400,11
2857,214,321,79,48,64,900,90,15,1200,27,3500,400,11
2851,214,321,79,48,64,900,90,15,1000,18,3500,400,11
2403,180,270,67,40,54,900,90,15,1200,27,3500,400,11
2588,194,291,72,44,58,900,90,15,1200,27,3500,400,11
2938,220,257,114,39,51,900,90,15,1000,18,3500,400,11
3280,246,369,91,55,74,900,90,15,1000,18,3500,400,11
2927,219,329,81,49,66,900,90,15,1200,27,3500,400,11
3009,226,339,84,51,68,900,90,15,1200,27,3500,400,11
2815,211,246,109,37,49,900,90,15,1000,18,3500,400,11
1967,148,221,55,33,44,900,90,15,1000,18,3500,400,11
2061,155,232,57,35,46,900,90,15,1000,18,3500,400,11
1873,141,211,52,32,42,900,90,15,1200,27,3500,400,11
2244,168,252,62,38,50,900,90,15,1200,27,3500,400,11
2728,205,307,76,46,61,900,90,15,1200,27,3500,400,11
3107,233,350,86,52,70,900,90,15,1000,18,3500,400,11
2383,179,268,66,40,54,900,90,15,1200,27,3500,400,11
2301,173,259,64,39,52,900,90,15,1000,18,3500,400,11
2467,185,278,69,42,56,900,90,15,1000,18,3500,400,11
2764,207,242,107,36,48,900,90,15,1000,18,3500,400,11
4434,333,499,123,75,100,900,90,15,1000,18,3500,400,11
2327,174,262,65,39,52,900,90,15,1000,18,3500,400,11
2040,153,229,57,34,46,900,90,15,1000,18,3500,400,11
2943,221,331,82,50,66,900,90,15,1000,18,3500,400,11
1672,125,188,46,28,38,900,90,15,1000,18,3500,400,11
3674,276,413,102,62,83,900,90,15,1200,27,3500,400,11
2727,205,307,76,46,61,900,90,15,1200,27,3500,400,11
2135,160,187,83,28,37,900,90,15,1200,27,3500,400,11
3438,258,387,96,58,77,900,90,15,1000,27,3500,400,11
2238,168,252,62,38,50,900,90,15,1200,27,3500,400,11
4027,302,453,112,68,91,900,90,15,1000,18,3500,400,11
2547,191,287,71,43,57,900,90,15,1000,18,3500,400,11
2818,211,317,78,48,63,900,90,15,1000,18,3500,400,11
2453,184,276,68,41,55,900,90,15,1000,18,3500,400,11
1972,148,222,55,33,44,900,90,15,1000,18,3500,400,11
3902,293,439,108,66,88,900,90,15,1000,18,3500,400,11
2387,179,269,66,40,54,900,90,15,1200,27,3500,400,11
2057,154,231,57,35,46,900,90,15,1000,18,3500,400,11
2719,204,306,76,46,61,900,90,15,1000,18,3500,400,11
3231,242,363,90,54,73,900,90,15,1000,18,3500,400,11
2439,183,274,68,41,55,900,90,15,1000,18,3500,400,11
1516,114,171,42,26,34,900,90,15,1200,27,3500,400,11
1613,121,181,45,27,36,900,90,15,1000,18,3500,400,11
2738,205,308,76,46,62,900,90,15,1000,18,3500,400,11
2453,184,215,95,32,43,900,90,15,1200,27,3500,400,11
2087,157,235,58,35,47,900,90,15,1000,18,3500,400,11
2485,186,280,69,42,56,900,90,15,1200,27,3500,400,11
1564,117,176,43,26,35,900,90,15,1000,18,3500,400,11
3203,240,360,89,54,72,900,90,15,1000,18,3500,400,11
1548,116,174,43,26,35,900,90,15,1200,27,3500,400,11
2180,164,245,61,37,49,900,90,15,1200,27,3500,400,11
2774,208,312,77,47,62,900,90,15,1200,27,3500,400,11
2618,196,295,73,44,59,900,90,15,1200,27,3500,400,11
2224,167,250,62,38,50,900,90,15,1200,27,3500,400,11
2432,182,274,68,41,55,900,90,15,1200,27,3500,400,11
3102,233,349,86,52,70,900,90,15,1000,18,3500,400,11
2353,176,265,65,40,53,900,90,15,1000,27,3500,400,11
2515,189,283,70,42,57,900,90,15,1200,27,3500,400,11
3159,237,355,88,53,71,900,90,15,1200,27,3500,400,11
4241,318,477,118,72,95,900,90,15,1000,18,3500,400,11
1531,115,172,43,26,34,900,90,15,1000,18,3500,400,11
1727,130,194,48,29,39,900,90,15,1200,27,3500,400,11
2453,184,276,68,41,55,900,90,15,1000,18,3500,400,11
2304,173,259,64,39,52,900,90,15,1200,27,3500,400,11
2597,195,292,72,44,58,900,90,15,1000,18,3500,400,11
2239,168,252,62,38,50,900,90,15,1000,18,3500,400,11
4827,362,543,134,81,109,900,90,15,1000,18,3500,400,11
3110,233,350,86,52,70,900,90,15,1000,18,3500,400,11
2903,218,327,81,49,65,900,90,15,1000,18,3500,400,11
3295,247,371,92,56,74,900,90,15,1000,18,3500,400,11
2658,199,233,103,35,47,900,90,15,1000,18,3500,400,11
3406,255,383,95,57,77,900,90,15,1200,27,3500,400,11
2063,155,232,57,35,46,900,90,15,1200,27,3500,400,11
3019,226,264,117,40,53,900,90,15,1200,27,3500,400,11
2457,184,276,68,41,55,900,90,15,1200,27,3500,400,11
2956,222,333,82,50,67,900,90,15,1200,27,3500,400,11
1828,137,206,51,31,41,900,90,15,1000,18,3500,400,11
2139,160,241,59,36,48,900,90,15,1000,18,3500,400,11
2587,194,291,72,44,58,900,90,15,1200,27,3500,400,11
2311,173,260,64,39,52,900,90,15,1000,18,3500,400,11
2756,207,310,77,46,62,900,90,15,1000,18,3500,400,11
2667,200,300,74,45,60,900,90,15,1000,18,3500,400,11
3900,293,439,108,66,88,900,90,15,1000,18,3500,400,11
2820,212,317,78,48,63,900,90,15,1000,18,3500,400,11
2274,171,256,63,38,51,900,90,15,1200,27,3500,400,11
3527,265,309,137,46,62,900,90,15,1200,27,3500,400,11
3850,289,433,107,65,87,900,90,15,1000,18,3500,400,11
2925,219,329,81,49,66,900,90,15,1000,18,3500,400,11
2330,175,262,65,39,52,900,90,15,1200,27,3500,400,11
2563,192,288,71,43,58,900,90,15,1200,27,3500,400,11
3142,236,353,87,53,71,900,90,15,1200,27,3500,400,11
1654,124,186,46,28,37,900,90,15,1200,27,3500,400,11
1903,143,214,53,32,43,900,90,15,1000,18,3500,400,11
2517,189,283,70,42,57,900,90,15,1000,18,3500,400,11
3598,270,405,100,61,81,900,90,15,1200,27,3500,400,11
3029,227,265,118,40,53,900,90,15,1200,27,3500,400,11
3893,292,438,108,66,88,900,90,15,1000,18,3500,400,11
2723,204,306,76,46,61,900,90,15,1200,27,3500,400,11
1526,114,172,42,26,34,900,90,15,1200,27,3500,400,11
3203,240,360,89,54,72,900,90,15,1200,40.5,3500,400,11
3058,229,344,85,52,69,900,90,15,1000,18,3500,400,11
1725,129,194,48,29,39,900,90,15,1000,18,3500,400,11
3476,261,391,97,59,78,900,90,15,1000,18,3500,400,11
2268,170,255,63,38,51,900,90,15,1000,18,3500,400,11
2008,151,226,56,34,45,900,90,15,1000,27,3500,400,11
1685,126,190,47,28,38,900,90,15,1200,27,3500,400,11
3458,259,389,96,58,78,900,90,15,1000,18,3500,400,11
2770,208,312,77,47,62,900,90,15,1200,27,3500,400,11
3044,228,342,85,51,68,900,90,15,1200,27,3500,400,11
2724,204,306,76,46,61,900,90,15,1000,18,3500,400,11
1769,133,155,69,23,31,900,90,15,1200,27,3500,400,11
3008,226,338,84,51,68,900,90,15,1000,18,3500,400,11
2372,178,267,66,40,53,900,90,15,1200,27,3500,400,11
997,75,112,28,17,22,900,90,15,1000,18,3500,400,11
2821,212,317,78,48,63,900,90,15,1000,18,3500,400,11
3834,288,431,106,65,86,900,90,15,1200,27,3500,400,11
3450,259,388,96,58,78,900,90,15,1200,27,3500,400,11
3864,290,435,107,65,87,900,90,15,1000,18,3500,400,11
2665,200,300,74,45,60,900,90,15,1200,27,3500,400,11
3385,254,381,94,57,76,900,90,15,1200,27,3500,400,11
3984,299,448,111,67,90,900,90,15,1000,18,3500,400,11
2296,172,258,64,39,52,900,90,15,1200,40.5,3500,400,11
2497,187,281,69,42,56,900,90,15,1200,27,3500,400,11
1680,126,189,47,28,38,900,90,15,1200,27,3500,400,11
3810,286,429,106,64,86,900,90,15,1000,18,3500,400,11
2583,194,291,72,44,58,900,90,15,1000,18,3500,400,11
1351,101,152,38,23,30,900,90,15,1200,27,3500,400,11
2422,182,272,67,41,54,900,90,15,1200,27,3500,400,11
2520,189,284,70,43,57,900,90,15,1200,27,3500,400,11
2672,200,301,74,45,60,900,90,15,1200,27,3500,400,11
1790,134,201,50,30,40,900,90,15,1200,27,3500,400,11
2054,154,231,57,35,46,900,90,15,1200,27,3500,400,11
2524,189,284,70,43,57,900,90,15,1200,27,3500,400,11
3402,255,383,95,57,77,900,90,15,1200,40.5,3500,400,11
1510,113,170,42,26,34,900,90,15,1000,18,3500,400,11
1825,137,205,51,31,41,900,90,15,1000,18,3500,400,11
3637,273,409,101,61,82,900,90,15,1000,18,3500,400,11
2489,187,280,69,42,56,900,90,15,1200,27,3500,400,11
2830,212,318,79,48,64,900,90,15,1000,18,3500,400,11
2592,194,292,72,44,58,900,90,15,1000,18,3500,400,11
2810,211,316,78,47,63,900,90,15,1000,18,3500,400,11
3832,287,431,106,65,86,900,90,15,1000,18,3500,400,11
2894,217,253,113,38,51,900,90,15,1200,27,3500,400,11
2488,187,218,97,33,44,900,90,15,1200,27,3500,400,11
2890,217,325,80,49,65,900,90,15,1000,18,3500,400,11
2756,207,310,77,46,62,900,90,15,1200,27,3500,400,11
3616,271,407,100,61,81,900,90,15,1200,27,3500,400,11
2393,179,269,66,40,54,900,90,15,1200,27,3500,400,11
2384,179,268,66,40,54,900,90,15,1000,18,3500,400,11
3242,243,365,90,55,73,900,90,15,1200,27,3500,400,11
2271,170,256,63,38,51,900,90,15,1000,18,3500,400,11
2384,179,268,66,40,54,900,90,15,1200,27,3500,400,11
2553,191,287,71,43,57,900,90,15,1000,27,3500,400,11
2457,184,276,68,41,55,900,90,15,1000,18,3500,400,11
3730,280,420,104,63,84,900,90,15,1200,27,3500,400,11
2160,162,243,60,36,49,900,90,15,1200,27,3500,400,11
3355,252,377,93,57,75,900,90,15,1200,27,3500,400,11
2468,185,278,69,42,56,900,90,15,1200,27,3500,400,11
2365,177,207,92,31,41,900,90,15,1000,18,3500,400,11
1121,84,98,44,15,20,900,90,15,1200,27,3500,400,11
2264,170,255,63,38,51,900,90,15,1000,18,3500,400,11
1875,141,164,73,25,33,900,90,15,1000,18,3500,400,11
1299,97,146,36,22,29,900,90,15,1200,27,3500,400,11
1962,147,221,54,33,44,900,90,15,1000,27,3500,400,11
2826,212,318,78,48,64,900,90,15,1200,27,3500,400,11
1702,128,191,47,29,38,900,90,15,1200,27,3500,400,11
1652,124,186,46,28,37,900,90,15,1200,27,3500,400,11
3339,250,376,93,56,75,900,90,15,1000,18,3500,400,11
2922,219,256,114,38,51,900,90,15,1200,27,3500,400,11
3278,246,369,91,55,74,900,90,15,1000,18,3500,400,11
3299,247,371,92,56,74,900,90,15,1000,27,3500,400,11
3098,232,348,86,52,70,900,90,15,1200,27,3500,400,11
3087,231,347,86,52,69,900,90,15,1200,27,3500,400,11
3015,226,339,84,51,68,900,90,15,1000,18,3500,400,11
3214,241,362,89,54,72,900,90,15,1200,27,3500,400,11
2593,194,292,72,44,58,900,90,15,1200,27,3500,400,11
3958,297,445,110,67,89,900,90,15,1000,18,3500,400,11
2233,167,251,62,38,50,900,90,15,1200,27,3500,400,11
3658,274,411,102,62,82,900,90,15,1000,18,3500,400,11
2833,212,319,79,48,64,900,90,15,1200,27,3500,400,11
2948,221,332,82,50,66,900,90,15,1000,18,3500,400,11
2169,163,244,60,37,49,900,90,15,1000,18,3500,400,11
4120,309,463,114,69,93,900,90,15,1000,18,3500,400,11
1591,119,179,44,27,36,900,90,15,1000,18,3500,400,11
2886,216,325,80,49,65,900,90,15,1000,18,3500,400,11
3816,286,429,106,64,86,900,90,15,1000,18,3500,400,11
3840,288,432,107,65,86,900,90,15,1000,18,3500,400,11
2674,201,301,74,45,60,900,90,15,1000,18,3500,400,11
3841,288,336,149,50,67,900,90,15,1000,18,3500,400,11
2954,222,332,82,50,66,900,90,15,1000,18,3500,400,11
2472,185,278,69,42,56,900,90,15,1200,27,3500,400,11
1443,108,162,40,24,32,900,90,15,1000,18,3500,400,11
3486,261,392,97,59,78,900,90,15,1000,18,3500,400,11
2556,192,224,99,34,45,900,90,15,1200,27,3500,400,11
2138,160,240,59,36,48,900,90,15,1200,27,3500,400,11
3571,268,402,99,60,80,900,90,15,1200,27,3500,400,11
2047,154,230,57,34,46,900,90,15,1200,27,3500,400,11
2594,195,292,72,44,58,900,90,15,1200,27,3500,400,11
2937,220,257,114,39,51,900,90,15,1000,18,3500,400,11
3198,240,360,89,54,72,900,90,15,1200,27,3500,400,11
2116,159,185,82,28,37,900,90,15,1000,18,3500,400,11
1552,116,175,43,26,35,900,90,15,1000,18,3500,400,11
2508,188,282,70,42,56,900,90,15,1200,27,3500,400,11
3610,271,406,100,61,81,900,90,15,1000,18,3500,400,11
1885,141,212,52,32,42,900,90,15,1200,27,3500,400,11
4541,341,511,126,77,102,900,90,15,1000,18,3500,400,11
1279,96,144,36,22,29,900,90,15,1000,18,3500,400,11
4109,308,360,160,54,72,900,90,15,1000,18,3500,400,11
2750,206,309,76,46,62,900,90,15,1000,27,3500,400,11
2276,171,256,63,38,51,900,90,15,1200,27,3500,400,11
1755,132,197,49,30,39,900,90,15,1200,27,3500,400,11
3286,246,370,91,56,74,900,90,15,1000,18,3500,400,11
2327,175,262,65,39,52,900,90,15,1000,18,3500,400,11
2429,182,273,67,41,55,900,90,15,1200,27,3500,400,11
2916,219,328,81,49,66,900,90,15,1000,18,3500,400,11
2776,208,312,77,47,62,900,90,15,1200,27,3500,400,11
2512,188,283,70,42,57,900,90,15,1200,27,3500,400,11
3798,285,427,105,64,85,900,90,15,1000,18,3500,400,11
3338,250,292,130,44,58,900,90,15,1000,18,3500,400,11
1443,108,162,40,24,32,900,90,15,1000,18,3500,400,11
2101,158,236,58,35,47,900,90,15,1200,27,3500,400,11
3655,274,411,102,62,82,900,90,15,1000,18,3500,400,11
1941,146,218,54,33,44,900,90,15,1200,27,3500,400,11
4101,308,461,114,69,92,900,90,15,1000,18,3500,400,11
2811,211,316,78,47,63,900,90,15,1000,18,3500,400,11
2458,184,277,68,42,55,900,90,15,1000,18,3500,400,11
1854,139,209,51,31,42,900,90,15,1200,27,3500,400,11
2569,193,289,71,43,58,900,90,15,1200,27,3500,400,11
3001,225,338,83,51,68,900,90,15,1000,18,3500,400,11
1626,122,183,45,27,37,900,90,15,1000,18,3500,400,11
3531,265,397,98,60,79,900,90,15,1200,27,3500,400,11
3578,268,403,99,60,81,900,90,15,1000,18,3500,400,11
2309,173,260,64,39,52,900,90,15,1000,18,3500,400,11
3499,262,394,97,59,79,900,90,15,1000,18,3500,400,11
2306,173,259,64,39,52,900,90,15,1000,18,3500,400,11
4015,301,351,156,53,70,900,90,15,1000,18,3500,400,11
2343,176,264,65,40,53,900,90,15,1200,27,3500,400,11
1775,133,200,49,30,40,900,90,15,1200,27,3500,400,11
4613,346,519,128,78,104,900,90,15,1000,18,3500,400,11
2568,193,289,71,43,58,900,90,15,1000,18,3500,400,11
2320,174,261,64,39,52,900,90,15,1200,27,3500,400,11
2435,183,274,68,41,55,900,90,15,1000,18,3500,400,11
2969,223,334,82,50,67,900,90,15,1200,27,3500,400,11
3571,268,402,99,60,80,900,90,15,1000,18,3500,400,11
